,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux_in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot_lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto_Diing_Rear_View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat_Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Iobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat_Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti_lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake_force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recoended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child_Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads_Up_Display,Welcome_Lights,Battery,Electric_Range,Price,Mileage,carsrange
122,Hyundai,Elite I20,Era 1.4 Crdi,697803,1396,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,14.16 km/kg,1510,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/70R14,185/70R14,Electric Power,Only Front Windows,Yes,Smart Key,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,Not on offer,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 6,97,803",20.262999999999998,Budget
123,Hyundai,Elite I20,Magna Plus,634950,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,14.16 km/kg,1058,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/70R14,185/70R14,Electric Power,All Windows,Yes,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 6,34,950",15.640000000000002,Budget
124,Hyundai,Elite I20,Magna Plus Crdi,770803,1396,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,14.16 km/kg,1510,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/70R14,185/70R14,Electric Power,All Windows,Yes,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 7,70,803",20.262999999999998,Budget
125,Hyundai,Elite I20,Sportz Plus,721693,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,14.16 km/kg,1060,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/65R14,185/65R14,Electric Power,All Windows,Yes,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 7,21,693",15.640000000000002,Budget
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,14.16 km/kg,1515,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/65R14,185/65R14,Electric Power,All Windows,Yes,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 8,76,103",20.262999999999998,Budget
127,Hyundai,Elite I20,Asta (O) 1.2,808993,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3995.0,1734.0,Hatchback,5.0,13.3,18.5,18.15,14.16 km/kg,1515,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,195/55R16,195/55R16,Electric Power,All Windows,Yes,Smart Key,84PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1170 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 8,08,993",15.640000000000002,Budget
128,Hyundai,Elite I20,Asta (O) Crdi,934003,1396,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.5,22.54,14.16 km/kg,1515,6,170 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,1490 mm,1540 mm,195/55R16,195/55R16,Electric Power,All Windows,Yes,Smart Key,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1170 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 9,34,003",20.244999999999997,Budget
129,Hyundai,Elite I20,Asta (O) Cvt,920993,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.6,18.6,14.16 km/kg,1066,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,195/55R16,195/55R16,Electric Power,All Windows,Yes,Smart Key,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Automatic,2570 mm,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 9,20,993",15.685000000000002,Budget
130,Hyundai,Elite I20,Sportz Plus Dual Tone,751693,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,14.16 km/kg,1060,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/70R14,185/70R14,Electric Power,All Windows,Yes,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 7,51,693",15.640000000000002,Budget
131,Hyundai,Elite I20,Sportz Plus Cvt,831693,1197,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505.0,3985.0,1734.0,Hatchback,5.0,13.3,18.5,18.6,14.16 km/kg,1060,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/65R14,185/65R14,Electric Power,All Windows,Yes,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 8,31,693",15.640000000000002,Budget
132,Hyundai,Elite I20,Sportz Plus Crdi,846103,1396,4.0,4.0,FWD (),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1505.0,3985.0,1734.0,Hatchback,5.0,18.4,22.54,22.54,14.16 km/kg,1515,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,1505 mm,1503 mm,185/70R14,185/70R14,Electric Power,All Windows,Yes,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2570 mm,185/70R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",285 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 8,46,103",20.262999999999998,Budget
133,Hyundai,Aura,E 1.2 Petrol,579900,1197,4.0,4.0,FWD (),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520.0,3995.0,1680.0,Sedan,5.0,12.0,22.0,20.5,14.16 km/kg,1785,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1490 mm,1540 mm,165/70 R14,165/70 R14,Electric Power,Only Front Windows,Yes,Smart Key,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450 mm,165/70 R14,Yes,Yes,Not on offer,Yes,Yes,2 years / Unlimited Kms,Yes,Manual,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,"Rake, Reach",2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 5,79,900",16.5,Budget
134,Hyundai,Aura,S 1.2 Petrol,655900,1197,4.0,4.0,FWD (),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520.0,3995.0,1680.0,Sedan,5.0,12.0,22.0,20.5,14.16 km/kg,1785,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1490 mm,1540 mm,165/70 R14,165/70 R14,Electric Power,Only Front Windows,Yes,Yes,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450 mm,165/70 R14,Yes,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Manual,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,Rake,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 6,55,900",16.5,Budget
135,Hyundai,Aura,S 1.2 Amt Petrol,705800,1197,4.0,4.0,FWD (),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520.0,3995.0,1680.0,Sedan,5.0,12.0,22.0,20.1,14.16 km/kg,1785,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1490 mm,1540 mm,175/60 R15,175/60 R15,Electric Power,Only Front Windows,Yes,Yes,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2450 mm,175/60 R15,Yes,Yes,USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Manual,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Yes,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2510 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,16.5:1,Rake,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,Air Conditioner : Standard,Rear sensors,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,"Revotron 1.2 L, BS6 Engine",Yes,Yes,1.0,Yes,Yes,200 ampere-hour,110 km/full charge,"Rs. 7,05,800",16.5,Budget
